ID,Group,Input Pattern,Input Ingredients,Output Item,Width,Height
actuallyadditions:recipes194,actuallyadditions:recipes195,"AAA
AAA
AAA",A: actuallyadditions:item_crystal_shard:1,actuallyadditions:item_crystal:1,3,3
actuallyadditions:recipes200,actuallyadditions:recipes201,"AAA
AAA
AAA",A: actuallyadditions:item_crystal_shard:2,actuallyadditions:item_crystal:2,3,3
actuallyadditions:recipes206,actuallyadditions:recipes207,"AAA
AAA
AAA",A: actuallyadditions:item_crystal_shard:3,actuallyadditions:item_crystal:3,3,3
actuallyadditions:recipes212,actuallyadditions:recipes213,"AAA
AAA
AAA",A: actuallyadditions:item_crystal_shard:4,actuallyadditions:item_crystal:4,3,3
actuallyadditions:recipes218,actuallyadditions:recipes219,"AAA
AAA
AAA",A: actuallyadditions:item_crystal_shard:5,actuallyadditions:item_crystal:5,3,3
actuallyadditions:recipes27,actuallyadditions:recipes28,"AAA
BCB
DDD","A: actuallyadditions:item_crystal:2
B: actuallyadditions:item_misc:8
C: actuallyadditions:item_misc:16
D: actuallyadditions:block_crystal:5",actuallyadditions:item_drill:3,3,3
actuallyadditions:recipes38,actuallyadditions:recipes39,"ABA
CDC
ABA","A: ore:cobblestone
B: minecraft:paper:*
C: actuallyadditions:item_crystal:5
D: actuallyadditions:item_misc:7",actuallyadditions:item_drill_upgrade_block_placing,3,3
actuallyadditions:recipes36,actuallyadditions:recipes37,"ABA
BCB
ABA","A: actuallyadditions:item_crystal:2
B: actuallyadditions:item_crystal_empowered:5
C: actuallyadditions:item_misc:8",actuallyadditions:item_drill_upgrade_five_by_five,3,3
actuallyadditions:recipes33,actuallyadditions:recipes34,"ABA
BCB
ABA","A: minecraft:glowstone:*
B: minecraft:redstone:*
C: actuallyadditions:block_crystal_empowered:2",actuallyadditions:item_drill_upgrade_fortune,3,3
actuallyadditions:recipes34,actuallyadditions:recipes35,"ABA
BCB
ABA","A: minecraft:glowstone:*
B: actuallyadditions:item_crystal_empowered
C: actuallyadditions:block_misc:8",actuallyadditions:item_drill_upgrade_fortune_ii,3,3
actuallyadditions:recipes37,actuallyadditions:recipes38,"ABA
BCB
ABA","A: actuallyadditions:item_crystal_empowered:4
B: actuallyadditions:item_crystal:2
C: actuallyadditions:item_misc:8",actuallyadditions:item_drill_upgrade_silk_touch,3,3
actuallyadditions:recipes30,actuallyadditions:recipes31,"ABA
BCB
ABA","A: actuallyadditions:item_crystal:5
B: minecraft:sugar:*
C: actuallyadditions:item_crystal",actuallyadditions:item_drill_upgrade_speed,3,3
actuallyadditions:recipes31,actuallyadditions:recipes32,"ABA
BCB
ABA","A: actuallyadditions:item_crystal:5
B: minecraft:sugar:*
C: minecraft:cake:*",actuallyadditions:item_drill_upgrade_speed_ii,3,3
actuallyadditions:recipes32,actuallyadditions:recipes33,"ABA
BCB
ABA","A: actuallyadditions:item_crystal_empowered:5
B: minecraft:sugar:*
C: actuallyadditions:item_crystal_empowered:2",actuallyadditions:item_drill_upgrade_speed_iii,3,3
actuallyadditions:recipes35,actuallyadditions:recipes36,"ABA
BCB
ABA","A: actuallyadditions:item_crystal:2
B: actuallyadditions:item_crystal:5
C: actuallyadditions:item_misc:7",actuallyadditions:item_drill_upgrade_three_by_three,3,3
actuallyadditions:recipes1,actuallyadditions:recipes2,"-A-
BCB","A: actuallyadditions:item_crystal
B: minecraft:iron_bars
C: ore:blockGlass",actuallyadditions:item_engineer_goggles,3,2
actuallyadditions:recipes0,actuallyadditions:recipes1,"-A-
BCB","A: actuallyadditions:item_crystal_empowered
B: minecraft:iron_bars
C: actuallyadditions:item_engineer_goggles",actuallyadditions:item_engineer_goggles_advanced,3,2
actuallyadditions:recipes4,actuallyadditions:recipes5,"ABA
CDC
-E-","A: actuallyadditions:item_crystal_empowered:5
B: actuallyadditions:item_crystal:1
C: actuallyadditions:item_crystal:2
D: actuallyadditions:item_misc:8
E: actuallyadditions:item_battery_triple",actuallyadditions:item_filling_wand,3,3
actuallyadditions:recipes19,actuallyadditions:recipes20,"AAA
ABA
AAA","A: minecraft:iron_bars
B: ore:gemQuartzBlack",actuallyadditions:item_filter,3,3
actuallyadditions:recipes235,actuallyadditions:recipes236,"A
B","A: minecraft:pumpkin
B: minecraft:bowl",actuallyadditions:item_food:1,1,2
actuallyadditions:recipes230,actuallyadditions:recipes231,"ABC
DE-
CBC","A: actuallyadditions:item_knife:*
B: actuallyadditions:item_food
C: minecraft:paper
D: minecraft:cooked_beef:*
E: actuallyadditions:item_food:15",actuallyadditions:item_food:11,3,3
actuallyadditions:recipes229,actuallyadditions:recipes230,"ABA
BAB
ABA","A: actuallyadditions:item_misc:4
B: minecraft:dye:3",actuallyadditions:item_food:12,3,3
actuallyadditions:recipes228,actuallyadditions:recipes229,"AB-
CD-
-B-","A: actuallyadditions:item_knife:*
B: actuallyadditions:item_food:10
C: actuallyadditions:item_food
D: minecraft:cooked_beef",actuallyadditions:item_food:13,3,3
actuallyadditions:recipes227,actuallyadditions:recipes228,"ABA
CDE
-F-","A: actuallyadditions:item_food
B: actuallyadditions:item_knife:*
C: minecraft:brown_mushroom
D: ore:cropCarrot
E: minecraft:cooked_fish:*
F: actuallyadditions:item_misc:4",actuallyadditions:item_food:14,3,3
actuallyadditions:recipes233,actuallyadditions:recipes234,"ABA
-C-","A: actuallyadditions:item_food:5
B: minecraft:cooked_fish:*
C: actuallyadditions:item_misc",actuallyadditions:item_food:3,3,2
actuallyadditions:recipes232,actuallyadditions:recipes233,"AAA
-B-","A: actuallyadditions:item_food:5
B: actuallyadditions:item_misc",actuallyadditions:item_food:4,3,2
actuallyadditions:recipes237,actuallyadditions:recipes238,"AAA
-B-","A: actuallyadditions:item_food:7
B: minecraft:bowl",actuallyadditions:item_food:6,3,2
actuallyadditions:recipes240,actuallyadditions:recipes241,"AAA
BBB
CDE","A: minecraft:milk_bucket
B: minecraft:dye:3
C: minecraft:egg
D: actuallyadditions:item_misc:4
E: minecraft:sugar",actuallyadditions:item_food:8,3,3
actuallyadditions:recipes239,actuallyadditions:recipes240,"A-A
ABA
A-A","A: minecraft:dye:3
B: minecraft:milk_bucket",actuallyadditions:item_food:9 x3,3,3
actuallyadditions:recipes41,actuallyadditions:recipes42,"ABA
BCB
ABA","A: minecraft:wheat_seeds
B: actuallyadditions:item_crystal_empowered:5
C: actuallyadditions:item_misc:6",actuallyadditions:item_growth_ring,3,3
actuallyadditions:recipes320,actuallyadditions:recipes321,"AAA
A-A",A: actuallyadditions:item_crystal:3,actuallyadditions:item_helm_crystal_black,3,2
actuallyadditions:recipes311,actuallyadditions:recipes312,"AAA
A-A",A: actuallyadditions:item_crystal:1,actuallyadditions:item_helm_crystal_blue,3,2
actuallyadditions:recipes284,actuallyadditions:recipes285,"AAA
A-A",A: actuallyadditions:item_crystal:4,actuallyadditions:item_helm_crystal_green,3,2
actuallyadditions:recipes302,actuallyadditions:recipes303,"AAA
A-A",A: actuallyadditions:item_crystal:2,actuallyadditions:item_helm_crystal_light_blue,3,2
actuallyadditions:recipes275,actuallyadditions:recipes276,"AAA
A-A",A: actuallyadditions:item_crystal,actuallyadditions:item_helm_crystal_red,3,2
actuallyadditions:recipes293,actuallyadditions:recipes294,"AAA
A-A",A: actuallyadditions:item_crystal:5,actuallyadditions:item_helm_crystal_white,3,2
actuallyadditions:recipes248,actuallyadditions:recipes249,"AAA
A-A",A: minecraft:emerald,actuallyadditions:item_helm_emerald,3,2
actuallyadditions:recipes266,actuallyadditions:recipes267,"AAA
A-A",A: minecraft:obsidian,actuallyadditions:item_helm_obsidian,3,2
actuallyadditions:recipes257,actuallyadditions:recipes258,"AAA
A-A",A: ore:gemQuartzBlack,actuallyadditions:item_helm_quartz,3,2
actuallyadditions:recipes319,actuallyadditions:recipes320,"AA
-B
-B","A: actuallyadditions:item_crystal:3
B: minecraft:stick",actuallyadditions:item_hoe_crystal_black,2,3
actuallyadditions:recipes310,actuallyadditions:recipes311,"AA
-B
-B","A: actuallyadditions:item_crystal:1
B: minecraft:stick",actuallyadditions:item_hoe_crystal_blue,2,3
actuallyadditions:recipes283,actuallyadditions:recipes284,"AA
-B
-B","A: actuallyadditions:item_crystal:4
B: minecraft:stick",actuallyadditions:item_hoe_crystal_green,2,3
actuallyadditions:recipes301,actuallyadditions:recipes302,"AA
-B
-B","A: actuallyadditions:item_crystal:2
B: minecraft:stick",actuallyadditions:item_hoe_crystal_light_blue,2,3
actuallyadditions:recipes274,actuallyadditions:recipes275,"AA
-B
-B","A: actuallyadditions:item_crystal
B: minecraft:stick",actuallyadditions:item_hoe_crystal_red,2,3
actuallyadditions:recipes292,actuallyadditions:recipes293,"AA
-B
-B","A: actuallyadditions:item_crystal:5
B: minecraft:stick",actuallyadditions:item_hoe_crystal_white,2,3
actuallyadditions:recipes247,actuallyadditions:recipes248,"AA
-B
-B","A: minecraft:emerald
B: minecraft:stick",actuallyadditions:item_hoe_emerald,2,3
actuallyadditions:recipes265,actuallyadditions:recipes266,"AA
-B
-B","A: minecraft:obsidian
B: minecraft:stick",actuallyadditions:item_hoe_obsidian,2,3
actuallyadditions:recipes256,actuallyadditions:recipes257,"AA
-B
-B","A: ore:gemQuartzBlack
B: minecraft:stick",actuallyadditions:item_hoe_quartz,2,3
actuallyadditions:recipes2,actuallyadditions:recipes3,"AAA
BCB
AAA","A: ore:blockGlassBlack
B: actuallyadditions:item_crystal:3
C: actuallyadditions:item_misc:8",actuallyadditions:item_laser_upgrade_invisibility x4,3,3
actuallyadditions:recipes3,actuallyadditions:recipes4,"AAB
CBC
BAA","A: actuallyadditions:item_crystal
B: actuallyadditions:item_misc:8
C: minecraft:compass",actuallyadditions:item_laser_upgrade_range x2,3,3
actuallyadditions:recipes22,actuallyadditions:recipes23,"A--
-B-
--B","A: actuallyadditions:item_misc:8
B: actuallyadditions:item_crystal:5",actuallyadditions:item_laser_wrench,3,3
actuallyadditions:recipes26,actuallyadditions:recipes27,"-A
BC
BD","A: minecraft:flint
B: actuallyadditions:item_crystal:5
C: minecraft:piston
D: actuallyadditions:item_misc:8",actuallyadditions:item_leaf_blower,2,3
actuallyadditions:recipes48,actuallyadditions:recipes49,"-A
BC
BD","A: minecraft:flint
B: actuallyadditions:item_crystal:2
C: minecraft:piston
D: actuallyadditions:item_misc:8",actuallyadditions:item_leaf_blower_advanced,2,3
actuallyadditions:recipes15,actuallyadditions:recipes16,"-A-
ABA
-A-","A: ore:plankWood
B: actuallyadditions:block_giant_chest_large",actuallyadditions:item_medium_to_large_crate_upgrade,3,3
actuallyadditions:recipes17,actuallyadditions:recipes18,"ABC
DEF
GHI","A: ore:gemDiamond
B: ore:ingotGold
C: ore:ingotIron
D: ore:coal
E: actuallyadditions:item_misc:18
F: ore:gemQuartzBlack
G: ore:gemQuartz
H: ore:gemLapis
I: ore:gemEmerald",actuallyadditions:item_mining_lens,3,3
actuallyadditions:recipes222,actuallyadditions:recipes223,"A-A
-A-",A: minecraft:paper,actuallyadditions:item_misc,3,2
actuallyadditions:recipes24,actuallyadditions:recipes25,"-A-
ABA
-A-","A: actuallyadditions:item_misc:9
B: minecraft:water_bucket:*",actuallyadditions:item_misc:12 x4,3,3
actuallyadditions:recipes25,actuallyadditions:recipes26,"-A-
ABA
-A-","A: actuallyadditions:item_misc:9
B: minecraft:potion",actuallyadditions:item_misc:12 x4,3,3
actuallyadditions:recipes45,actuallyadditions:recipes46,"A-A
ABA
AAA","A: ore:stone
B: ore:cropCoffee",actuallyadditions:item_misc:14,3,3
actuallyadditions:recipes28,actuallyadditions:recipes29,"ABA
BCB
ABA","A: actuallyadditions:block_crystal:5
B: actuallyadditions:item_misc:7
C: actuallyadditions:item_crystal",actuallyadditions:item_misc:16,3,3
actuallyadditions:recipes7,actuallyadditions:recipes8,"AAA
ABA
AAA","A: ore:blockGlass
B: ore:gemQuartzBlack",actuallyadditions:item_misc:18,3,3
actuallyadditions:recipes224,actuallyadditions:recipes225,"A
A
B","A: ore:ingotIron
B: minecraft:flint",actuallyadditions:item_misc:2,1,3
actuallyadditions:recipes59,actuallyadditions:recipes60,"ABA
BCB
ABA","A: ore:ingotIron
B: ore:ingotGold
C: ore:dustGlowstone",actuallyadditions:item_misc:6,3,3
actuallyadditions:recipes44,actuallyadditions:recipes45,"-A-
ABA
-A-","A: actuallyadditions:item_crystal
B: ore:gemQuartzBlack",actuallyadditions:item_misc:7,3,3
actuallyadditions:recipes47,actuallyadditions:recipes48,"AAA
ABA
AAA","A: ore:nuggetGold
B: actuallyadditions:item_misc:7",actuallyadditions:item_misc:8,3,3
actuallyadditions:recipes322,actuallyadditions:recipes323,"AAA
A-A
A-A",A: actuallyadditions:item_crystal:3,actuallyadditions:item_pants_crystal_black,3,3
actuallyadditions:recipes313,actuallyadditions:recipes314,"AAA
A-A
A-A",A: actuallyadditions:item_crystal:1,actuallyadditions:item_pants_crystal_blue,3,3
actuallyadditions:recipes286,actuallyadditions:recipes287,"AAA
A-A
A-A",A: actuallyadditions:item_crystal:4,actuallyadditions:item_pants_crystal_green,3,3
actuallyadditions:recipes304,actuallyadditions:recipes305,"AAA
A-A
A-A",A: actuallyadditions:item_crystal:2,actuallyadditions:item_pants_crystal_light_blue,3,3
actuallyadditions:recipes277,actuallyadditions:recipes278,"AAA
A-A
A-A",A: actuallyadditions:item_crystal,actuallyadditions:item_pants_crystal_red,3,3
actuallyadditions:recipes295,actuallyadditions:recipes296,"AAA
A-A
A-A",A: actuallyadditions:item_crystal:5,actuallyadditions:item_pants_crystal_white,3,3
actuallyadditions:recipes250,actuallyadditions:recipes251,"AAA
A-A
A-A",A: minecraft:emerald,actuallyadditions:item_pants_emerald,3,3
actuallyadditions:recipes268,actuallyadditions:recipes269,"AAA
A-A
A-A",A: minecraft:obsidian,actuallyadditions:item_pants_obsidian,3,3
actuallyadditions:recipes259,actuallyadditions:recipes260,"AAA
A-A
A-A",A: ore:gemQuartzBlack,actuallyadditions:item_pants_quartz,3,3
actuallyadditions:recipes49,actuallyadditions:recipes50,"AB
BA
C-","A: minecraft:ender_eye:*
B: minecraft:ender_pearl:*
C: ore:stickWood",actuallyadditions:item_phantom_connector,2,3
actuallyadditions:recipes315,actuallyadditions:recipes316,"AAA
-B-
-B-","A: actuallyadditions:item_crystal:3
B: minecraft:stick",actuallyadditions:item_pickaxe_crystal_black,3,3
actuallyadditions:recipes306,actuallyadditions:recipes307,"AAA
-B-
-B-","A: actuallyadditions:item_crystal:1
B: minecraft:stick",actuallyadditions:item_pickaxe_crystal_blue,3,3
actuallyadditions:recipes279,actuallyadditions:recipes280,"AAA
-B-
-B-","A: actuallyadditions:item_crystal:4
B: minecraft:stick",actuallyadditions:item_pickaxe_crystal_green,3,3
actuallyadditions:recipes297,actuallyadditions:recipes298,"AAA
-B-
-B-","A: actuallyadditions:item_crystal:2
B: minecraft:stick",actuallyadditions:item_pickaxe_crystal_light_blue,3,3
actuallyadditions:recipes270,actuallyadditions:recipes271,"AAA
-B-
-B-","A: actuallyadditions:item_crystal
B: minecraft:stick",actuallyadditions:item_pickaxe_crystal_red,3,3
actuallyadditions:recipes288,actuallyadditions:recipes289,"AAA
-B-
-B-","A: actuallyadditions:item_crystal:5
B: minecraft:stick",actuallyadditions:item_pickaxe_crystal_white,3,3
actuallyadditions:recipes243,actuallyadditions:recipes244,"AAA
-B-
-B-","A: minecraft:emerald
B: minecraft:stick",actuallyadditions:item_pickaxe_emerald,3,3
actuallyadditions:recipes261,actuallyadditions:recipes262,"AAA
-B-
-B-","A: minecraft:obsidian
B: minecraft:stick",actuallyadditions:item_pickaxe_obsidian,3,3
actuallyadditions:recipes252,actuallyadditions:recipes253,"AAA
-B-
-B-","A: ore:gemQuartzBlack
B: minecraft:stick",actuallyadditions:item_pickaxe_quartz,3,3
actuallyadditions:recipes50,actuallyadditions:recipes51,"A-A
ABA
CDC","A: minecraft:iron_bars
B: minecraft:iron_helmet
C: actuallyadditions:item_crystal_empowered
D: minecraft:skull:1",actuallyadditions:item_player_probe,3,3
actuallyadditions:recipes318,actuallyadditions:recipes319,"A
B
B","A: actuallyadditions:item_crystal:3
B: minecraft:stick",actuallyadditions:item_shovel_crystal_black,1,3
actuallyadditions:recipes309,actuallyadditions:recipes310,"A
B
B","A: actuallyadditions:item_crystal:1
B: minecraft:stick",actuallyadditions:item_shovel_crystal_blue,1,3
actuallyadditions:recipes282,actuallyadditions:recipes283,"A
B
B","A: actuallyadditions:item_crystal:4
B: minecraft:stick",actuallyadditions:item_shovel_crystal_green,1,3
actuallyadditions:recipes300,actuallyadditions:recipes301,"A
B
B","A: actuallyadditions:item_crystal:2
B: minecraft:stick",actuallyadditions:item_shovel_crystal_light_blue,1,3
actuallyadditions:recipes273,actuallyadditions:recipes274,"A
B
B","A: actuallyadditions:item_crystal
B: minecraft:stick",actuallyadditions:item_shovel_crystal_red,1,3
actuallyadditions:recipes291,actuallyadditions:recipes292,"A
B
B","A: actuallyadditions:item_crystal:5
B: minecraft:stick",actuallyadditions:item_shovel_crystal_white,1,3
actuallyadditions:recipes246,actuallyadditions:recipes247,"A
B
B","A: minecraft:emerald
B: minecraft:stick",actuallyadditions:item_shovel_emerald,1,3
actuallyadditions:recipes264,actuallyadditions:recipes265,"A
B
B","A: minecraft:obsidian
B: minecraft:stick",actuallyadditions:item_shovel_obsidian,1,3
actuallyadditions:recipes255,actuallyadditions:recipes256,"A
B
B","A: ore:gemQuartzBlack
B: minecraft:stick",actuallyadditions:item_shovel_quartz,1,3
actuallyadditions:recipes14,actuallyadditions:recipes15,"-A-
ABA
-A-","A: ore:plankWood
B: actuallyadditions:block_giant_chest_medium",actuallyadditions:item_small_to_medium_crate_upgrade,3,3
actuallyadditions:recipes21,actuallyadditions:recipes22,"ABA
BCB
ABA","A: minecraft:magma_cream
B: actuallyadditions:item_misc:20
C: actuallyadditions:block_crystal_empowered:2",actuallyadditions:item_spawner_changer,3,3
actuallyadditions:recipes40,actuallyadditions:recipes41,"ABC
BDB
CBA","A: actuallyadditions:item_crystal
B: actuallyadditions:item_crystal:5
C: minecraft:dye:4
D: actuallyadditions:item_misc:6",actuallyadditions:item_suction_ring,3,3
actuallyadditions:recipes316,actuallyadditions:recipes317,"A
A
B","A: actuallyadditions:item_crystal:3
B: minecraft:stick",actuallyadditions:item_sword_crystal_black,1,3
actuallyadditions:recipes307,actuallyadditions:recipes308,"A
A
B","A: actuallyadditions:item_crystal:1
B: minecraft:stick",actuallyadditions:item_sword_crystal_blue,1,3
actuallyadditions:recipes280,actuallyadditions:recipes281,"A
A
B","A: actuallyadditions:item_crystal:4
B: minecraft:stick",actuallyadditions:item_sword_crystal_green,1,3
actuallyadditions:recipes298,actuallyadditions:recipes299,"A
A
B","A: actuallyadditions:item_crystal:2
B: minecraft:stick",actuallyadditions:item_sword_crystal_light_blue,1,3
actuallyadditions:recipes271,actuallyadditions:recipes272,"A
A
B","A: actuallyadditions:item_crystal
B: minecraft:stick",actuallyadditions:item_sword_crystal_red,1,3
actuallyadditions:recipes289,actuallyadditions:recipes290,"A
A
B","A: actuallyadditions:item_crystal:5
B: minecraft:stick",actuallyadditions:item_sword_crystal_white,1,3
